bacteria,huth,huth_abundance,total_sample_depth,relative_abundance,analysis,sample
Bacteroidaceae,hutH,674.1,99402157.6,6.781542939063931e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,669.5,99402157.6,6.7352662775601565e-06,MGYA00721533,ERZ650892
Eubacteriaceae,hutH,640.6,99402157.6,6.444528121590794e-06,MGYA00721533,ERZ650892
Enterobacter,hutH,311.2,99402157.6,3.1307167521683653e-06,MGYA00721533,ERZ650892
Firmicutes,hutH,213.4,99402157.6,2.146834688022909e-06,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,946.8,99402157.6,9.524944154733317e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,729.2,99402157.6,7.335856862728703e-06,MGYA00721533,ERZ650892
Ruminococcaceae,hutH,646.7,99402157.6,6.50589499880232e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,814.3,99402157.6,8.191975100548522e-06,MGYA00721533,ERZ650892
Firmicutes,hutH,419.1,99402157.6,4.216206268746022e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,406.4,99402157.6,4.088442442420384e-06,MGYA00721533,ERZ650892
Sutterellaceae,hutH,622.5,99402157.6,6.262439518717248e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH1,252.7,99402157.6,2.5421983395660217e-06,MGYA00721533,ERZ650892
Rikenellaceae,hutH,977.6,99402157.6,9.834796583932501e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,979.9,99402157.6,9.857934914684387e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,984.9,99402157.6,9.908235633710229e-06,MGYA00721533,ERZ650892
Oscillospiraceae,hutH,575.1,99402157.6,5.7855887023522726e-06,MGYA00721533,ERZ650892
Clostridia,hutH,641.0,99402157.6,6.448552179112861e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,977.6,99402157.6,9.834796583932501e-06,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,980.3,99402157.6,9.861958972206455e-06,MGYA00721533,ERZ650892
Oscillospiraceae,hutH,1012.7,99402157.6,1.0187907631493908e-05,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,995.7,99402157.6,1.0016885186806047e-05,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,987.3,99402157.6,9.932379978842632e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,984.2,99402157.6,9.901193533046613e-06,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,270.0,99402157.6,2.716238827395433e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,313.9,99402157.6,3.1578791404423198e-06,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,177.2,99402157.6,1.7826574822758172e-06,MGYA00721533,ERZ650892
Enterobacter,hutH,295.8,99402157.6,2.9757905375687744e-06,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,464.5,99402157.6,4.672936797500661e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,447.6,99402157.6,4.502920367193318e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,451.8,99402157.6,4.5451729711750245e-06,MGYA00721533,ERZ650892
Bacteroidia,hutH,144.1,99402157.6,1.4496667223247476e-06,MGYA00721533,ERZ650892
Bacteroidia,hutH,209.1,99402157.6,2.1035760696606853e-06,MGYA00721533,ERZ650892
Ruminococcaceae,hutH,257.7,99402157.6,2.592499058591863e-06,MGYA00721533,ERZ650892
Rhizobiaceae,hutH,250.4,99402157.6,2.519060008814135e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,339.3,99402157.6,3.413406793093594e-06,MGYA00721533,ERZ650892
Blautia,hutH,139.8,99402157.6,1.4064081039625243e-06,MGYA00721533,ERZ650892
Rikenellaceae,hutH,302.4,99402157.6,3.0421874866828847e-06,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,978.8,43798652.4,2.2347719538512558e-05,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,984.2,43798652.4,2.2471011003069128e-05,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,983.4,43798652.4,2.24527456009126e-05,MGYA00721541,ERZ650887
Porphyromonadaceae,hutH,984.2,43798652.4,2.2471011003069128e-05,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,642.9,43798652.4,1.4678533808040176e-05,MGYA00721541,ERZ650887
Porphyromonadaceae,hutH,984.2,43798652.4,2.2471011003069128e-05,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,886.3,43798652.4,2.0235782414163957e-05,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,154.1,43798652.4,3.518373090401293e-06,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,148.3,43798652.4,3.385948924766462e-06,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,147.5,43798652.4,3.3676835226099333e-06,MGYA00721541,ERZ650887
Fusobacteria,hutH,675.2,43798652.4,1.5415999420110015e-05,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,411.4,43798652.4,9.392983058994755e-06,MGYA00721541,ERZ650887
Fusobacteria,hutH,133.3,43798652.4,3.0434726343315535e-06,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,147.1,43798652.4,3.3585508215316687e-06,MGYA00721541,ERZ650887
Escherichia,hutH,513.8,43798652.4,1.1730954535030397e-05,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,440.7,43798652.4,1.0061953412977611e-05,MGYA00721541,ERZ650887
Porphyromonadaceae,hutH,416.8,43798652.4,9.516274523551323e-06,MGYA00721541,ERZ650887
Escherichia,hutH,115.5,43798652.4,2.637067436348795e-06,MGYA00721541,ERZ650887
Firmicutes,hutH,601.7,53595119.90000001,1.122676842822027e-05,MGYA00721546,ERZ650929
Bacillus,hutH,95.5,53595119.90000001,1.781878651977789e-06,MGYA00721546,ERZ650929
Synergistetes,hutH,393.7,53595119.90000001,7.34581806579744e-06,MGYA00721546,ERZ650929
Bacteroidia,hutH,193.4,53595119.90000001,3.6085375004450725e-06,MGYA00721546,ERZ650929
Porphyromonadaceae,hutH,567.4,53595119.90000001,1.058678478672458e-05,MGYA00721546,ERZ650929
Porphyromonadaceae,hutH,294.3,53595119.90000001,5.491171594524224e-06,MGYA00721546,ERZ650929
Rikenellaceae,hutH,109.8,53595119.90000001,2.0486939893943583e-06,MGYA00721546,ERZ650929
Clostridiales incertae sedis,hutH,83.6,53595119.90000001,1.5598435110507136e-06,MGYA00721546,ERZ650929
Rikenellaceae,hutH,405.6,53595119.90000001,7.567853206724516e-06,MGYA00721546,ERZ650929
Enterobacter,hutH,355.5,53595119.90000001,6.633066605006325e-06,MGYA00721546,ERZ650929
Bacillus,hutH,208.8,53595119.90000001,3.895877094585993e-06,MGYA00721546,ERZ650929
Bacteroidia,hutH,952.6,53595119.90000001,1.7774006323288396e-05,MGYA00721546,ERZ650929
Bacteroidia,hutH,886.7,53595119.90000001,1.65444167613477e-05,MGYA00721546,ERZ650929
Clostridiales incertae sedis,hutH,625.9,53595119.90000001,1.1678302076156e-05,MGYA00721546,ERZ650929
Oscillospiraceae,hutH,1013.4,53595119.90000001,1.8908437967688916e-05,MGYA00721546,ERZ650929
Sutterellaceae,hutH,1043.5,53595119.90000001,1.9470056265327987e-05,MGYA00721546,ERZ650929
Oscillospiraceae,hutH,746.9,53595119.90000001,1.3935970315834665e-05,MGYA00721546,ERZ650929
Oscillospiraceae,hutH,792.3,53595119.90000001,1.4783062366094264e-05,MGYA00721546,ERZ650929
Eubacteriaceae,hutH,633.6,53595119.90000001,1.1821971873226462e-05,MGYA00721546,ERZ650929
Gammaproteobacteria,hutH,258.8,53595119.90000001,4.828797854783789e-06,MGYA00721546,ERZ650929
Firmicutes,hutH,625.2,53595119.90000001,1.1665241185513233e-05,MGYA00721546,ERZ650929
Clostridiaceae,hutH,562.0,53595119.90000001,1.0486029344623219e-05,MGYA00721546,ERZ650929
Porphyromonadaceae,hutH,376.3,54747408.7,6.873384675830328e-06,MGYA00721555,ERZ650927
Porphyromonadaceae,hutH,477.6,54747408.7,8.72370056119204e-06,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,392.5,54747408.7,7.169289091850661e-06,MGYA00721555,ERZ650927
Porphyromonadaceae,hutH,105.5,54747408.7,1.927031845070687e-06,MGYA00721555,ERZ650927
Porphyromonadaceae,hutH,336.3,54747408.7,6.142756488125803e-06,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,1042.7,54747408.7,1.904565028298773e-05,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,984.2,54747408.7,1.7977106558469863e-05,MGYA00721555,ERZ650927
Bacteroidia,hutH,956.4,54747408.7,1.7469319968015216e-05,MGYA00721555,ERZ650927
Rikenellaceae,hutH,977.6,54747408.7,1.7856552907498614e-05,MGYA00721555,ERZ650927
Synergistetes,hutH,674.1,54747408.7,1.2312911533290524e-05,MGYA00721555,ERZ650927
Oscillospiraceae,hutH,582.8,54747408.7,1.0645252694854942e-05,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,989.2,54747408.7,1.8068435081932928e-05,MGYA00721555,ERZ650927
Oscillospiraceae,hutH,1013.4,54747408.7,1.8510465135494164e-05,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,980.7,54747408.7,1.7913176592045717e-05,MGYA00721555,ERZ650927
Deinococcus-Thermus,hutH,65.1,54747408.7,1.1890973754891159e-06,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,135.2,54747408.7,2.4695232744412976e-06,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,513.1,115183358.1,4.4546365765316235e-06,MGYA00721564,ERZ650925
Sutterellaceae,hutH,785.4,115183358.1,6.818693368169824e-06,MGYA00721564,ERZ650925
Sutterellaceae,hutH,97.4,115183358.1,8.456082684743328e-07,MGYA00721564,ERZ650925
Bifidobacteriales,hutH,991.1,115183358.1,8.604541631261922e-06,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,978.4,115183358.1,8.494282647590217e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,985.3,115183358.1,8.55418713478193e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,990.3,115183358.1,8.597596183471578e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,307.4,115183358.1,2.6687883134395263e-06,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,514.6,115183358.1,4.467659291138518e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,188.3,115183358.1,1.6347847736521238e-06,MGYA00721564,ERZ650925
Lachnoclostridium,hutH,434.9,115183358.1,3.7757190550255367e-06,MGYA00721564,ERZ650925
Rikenellaceae,hutH,964.1,115183358.1,8.370132768337826e-06,MGYA00721564,ERZ650925
Bacteroidia,hutH,962.6,115183358.1,8.357110053730931e-06,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,948.0,115183358.1,8.230355631557161e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,982.2,115183358.1,8.52727352459435e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,1026.5,115183358.1,8.911877695984625e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,1003.0,115183358.1,8.707855167143282e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,984.9,115183358.1,8.550714410886758e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,989.6,115183358.1,8.591518916655027e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,986.5,115183358.1,8.564605306467445e-06,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,979.2,115183358.1,8.501228095380561e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH1,248.1,115183358.1,2.1539569959803072e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,630.6,115183358.1,5.474749220738339e-06,MGYA00721564,ERZ650925
Lachnoclostridium,hutH,78.6,115183358.1,6.823902454012581e-07,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,891.3,115183358.1,7.738097019416558e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,885.9,115183358.1,7.691215246831738e-06,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,158.3,115183358.1,1.374330481514239e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,518.1,115183358.1,4.498045625221271e-06,MGYA00721564,ERZ650925
Bacilli,hutH,493.0,115183358.1,4.280132200799241e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,597.4,115183358.1,5.18651313743908e-06,MGYA00721564,ERZ650925
Lachnoclostridium,hutH,387.9,115183358.1,3.3676739973428505e-06,MGYA00721564,ERZ650925
Clostridia,hutH_2,303.9,115183358.1,2.638401979356773e-06,MGYA00721564,ERZ650925
Lachnoclostridium,hutH,465.3,115183358.1,4.039646071058594e-06,MGYA00721564,ERZ650925
Oscillospiraceae,hutH,117.9,115183358.1,1.0235853681018874e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,291.2,115183358.1,2.5281429956850686e-06,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,408.7,115183358.1,3.548255639891784e-06,MGYA00721564,ERZ650925
unclassified Burkholderiales,hutH,331.3,115183358.1,2.8762835661760416e-06,MGYA00721564,ERZ650925
Paenibacillaceae,hutH,154.5,115183358.1,1.3413396045101068e-06,MGYA00721564,ERZ650925
Peptostreptococcaceae,hutH,331.6,115183358.1,2.8788881090974203e-06,MGYA00721564,ERZ650925
Clostridia,hutH_2,310.5,115183358.1,2.695701923627108e-06,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,615.1,66450020.4,9.25658105591793e-06,MGYA00721572,ERZ650917
Rikenellaceae,hutH,655.6,66450020.4,9.866061681449838e-06,MGYA00721572,ERZ650917
Bifidobacteriales,hutH,511.5,66450020.4,7.697514566902977e-06,MGYA00721572,ERZ650917
Bifidobacteriales,hutH,92.0,66450020.4,1.3844991987391475e-06,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,202.2,66450020.4,3.0428884563593e-06,MGYA00721572,ERZ650917
Gammaproteobacteria,hutH,419.9,66450020.4,6.319034929897478e-06,MGYA00721572,ERZ650917
Gammaproteobacteria,hutH,90.5,66450020.4,1.3619258422379656e-06,MGYA00721572,ERZ650917
Gammaproteobacteria,hutH,439.5,66450020.4,6.6139934548462536e-06,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,399.8,66450020.4,6.016551952781643e-06,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,275.0,66450020.4,4.138448691883321e-06,MGYA00721572,ERZ650917
Bifidobacteriales,hutH,345.9,66450020.4,5.205416009172512e-06,MGYA00721572,ERZ650917
Porphyromonadaceae,hutH,93.6,66450020.4,1.4085774456737412e-06,MGYA00721572,ERZ650917
Porphyromonadaceae,hutH,207.6,66450020.4,3.1241525397635544e-06,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,1037.7,66450020.4,1.5616248027517535e-05,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,983.4,66450020.4,1.4799092522174757e-05,MGYA00721572,ERZ650917
Betaproteobacteria,hutH,1047.3,66450020.4,1.5760717509125097e-05,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,741.5,66450020.4,1.1158762563750845e-05,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,985.7,66450020.4,1.4833705002143236e-05,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,989.2,66450020.4,1.488637616731266e-05,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,985.3,66450020.4,1.4827685440409586e-05,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,987.6,66450020.4,1.4862297920378066e-05,MGYA00721572,ERZ650917
unclassified Burkholderiales,hutH,1059.3,66450020.4,1.5941304361134554e-05,MGYA00721572,ERZ650917
Bacteria,hutH,848.2,66450020.4,1.2764480656201576e-05,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,524.2,66450020.4,7.888635651946316e-06,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,513.1,66450020.4,7.721592813837572e-06,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,930.2,83335790.5,1.1162070875178176e-05,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,181.8,83335790.5,2.18153567523908e-06,MGYA00721576,ERZ650915
Oscillospiraceae,hutH,100.5,83335790.5,1.2059644409324947e-06,MGYA00721576,ERZ650915
Blautia,hutH,490.3,83335790.5,5.8834265212855935e-06,MGYA00721576,ERZ650915
Blautia,hutH,345.9,83335790.5,4.150677613119899e-06,MGYA00721576,ERZ650915
Oscillospiraceae,hutH,211.5,83335790.5,2.5379251667385334e-06,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,183.0,83335790.5,2.1959352506531994e-06,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,178.7,83335790.5,2.144336772085938e-06,MGYA00721576,ERZ650915
Rikenellaceae,hutH,976.5,83335790.5,1.1717654493239612e-05,MGYA00721576,ERZ650915
Betaproteobacteria,hutH,661.4,83335790.5,7.936565982415442e-06,MGYA00721576,ERZ650915
Sutterellaceae,hutH,855.9,83335790.5,1.0270497164120619e-05,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,1004.6,83335790.5,1.2054844550853573e-05,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,989.6,83335790.5,1.1874849858177083e-05,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,987.3,83335790.5,1.1847250671966686e-05,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,985.7,83335790.5,1.1828051238081194e-05,MGYA00721576,ERZ650915
Porphyromonadaceae,hutH,982.6,83335790.5,1.1790852334928052e-05,MGYA00721576,ERZ650915
Bifidobacteriales,hutH,988.4,83335790.5,1.1860450282762962e-05,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,984.2,83335790.5,1.1810051768813546e-05,MGYA00721576,ERZ650915
Shewanellaceae,hutH,104.4,83335790.5,1.2527630610283826e-06,MGYA00721576,ERZ650915
unclassified Burkholderiales,hutH,92.8,83335790.5,1.1135671653585622e-06,MGYA00721576,ERZ650915
Porphyromonadaceae,hutH,984.2,83335790.5,1.1810051768813546e-05,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,671.8,83335790.5,8.061362302671143e-06,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,393.7,83335790.5,4.724260700448987e-06,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,154.8,83335790.5,1.8575452284213948e-06,MGYA00721576,ERZ650915
Oscillospiraceae,hutH,295.8,83335790.5,3.5494953395804173e-06,MGYA00721576,ERZ650915
Bacteria,hutH,1096.3,31535523.7,3.476397000503911e-05,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,979.9,31535523.7,3.107289447043494e-05,MGYA00721586,ERZ650916
Betaproteobacteria,hutH,1058.1,31535523.7,3.355263765605389e-05,MGYA00721586,ERZ650916
Bacteroidaceae,hutH1,252.3,31535523.7,8.000501352067288e-06,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,986.1,31535523.7,3.126949815011317e-05,MGYA00721586,ERZ650916
unclassified Burkholderiales,hutH,1065.8,31535523.7,3.3796806742105885e-05,MGYA00721586,ERZ650916
Escherichia,hutH,1018.8,31535523.7,3.2306424009061245e-05,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,189.5,31535523.7,6.009096338552323e-06,MGYA00721586,ERZ650916
Blautia,hutH,493.8,31535523.7,1.5658531778243468e-05,MGYA00721586,ERZ650916
Enterobacter,hutH,529.6,31535523.7,1.6793759477030663e-05,MGYA00721586,ERZ650916
Blautia,hutH,469.5,31535523.7,1.4887972194988472e-05,MGYA00721586,ERZ650916
Blautia,hutH,345.1,31535523.7,1.0943214493057556e-05,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,157.5,31535523.7,4.994367669245334e-06,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,679.9,76890703.69999999,8.842421349825676e-06,MGYA00721593,ERZ650920
Oscillospiraceae,hutH,778.5,76890703.69999999,1.0124761024914383e-05,MGYA00721593,ERZ650920
Rikenellaceae,hutH,673.3,76890703.69999999,8.756585225529677e-06,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,895.2,76890703.69999999,1.1642499768148177e-05,MGYA00721593,ERZ650920
Porphyromonadaceae,hutH,429.9,76890703.69999999,5.591053005280273e-06,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,342.8,76890703.69999999,4.458276274040656e-06,MGYA00721593,ERZ650920
Bacteria,hutH,472.6,76890703.69999999,6.146386718528629e-06,MGYA00721593,ERZ650920
Betaproteobacteria,hutH,342.4,76890703.69999999,4.4530740846893825e-06,MGYA00721593,ERZ650920
Porphyromonadaceae,hutH,203.4,76890703.69999999,2.6453132851221393e-06,MGYA00721593,ERZ650920
unclassified Burkholderiales,hutH,607.4,76890703.69999999,7.899524529907508e-06,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,78.2,76890703.69999999,1.0170280181738018e-06,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,390.2,76890703.69999999,5.074735712166464e-06,MGYA00721593,ERZ650920
Porphyromonadaceae,hutH,320.1,76890703.69999999,4.1630520283559335e-06,MGYA00721593,ERZ650920
Porphyromonadaceae,hutH,83.2,76890703.69999999,1.08205538506471e-06,MGYA00721593,ERZ650920
Rikenellaceae,hutH,296.2,76890703.69999999,3.852221214617392e-06,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,227.3,76890703.69999999,2.95614409886068e-06,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,461.5,76890703.69999999,6.0020259640308126e-06,MGYA00721593,ERZ650920
Oscillospiraceae,hutH,162.2,76890703.69999999,2.109487781941057e-06,MGYA00721593,ERZ650920
Rikenellaceae,hutH,973.4,76890703.69999999,1.2659527786321978e-05,MGYA00721593,ERZ650920
Eubacteriaceae,hutH,636.0,76890703.69999999,8.271481068523503e-06,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,989.6,76890703.69999999,1.2870216455048522e-05,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,984.2,76890703.69999999,1.279998689880634e-05,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,1038.1,76890703.69999999,1.3500981913890328e-05,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,139.8,76890703.69999999,1.818165178269789e-06,MGYA00721593,ERZ650920
Firmicutes,hutH,679.9,76890703.69999999,8.842421349825676e-06,MGYA00721593,ERZ650920
Synergistetes,hutH,397.5,76890703.69999999,5.169675667827189e-06,MGYA00721593,ERZ650920
Oscillospiraceae,hutH,1012.3,76890703.69999999,1.3165440700733243e-05,MGYA00721593,ERZ650920
Bacillus,hutH,320.9,76890703.69999999,4.173456407058478e-06,MGYA00721593,ERZ650920
Firmicutes,hutH,633.6,76890703.69999999,8.240267932415868e-06,MGYA00721593,ERZ650920
Synergistetes,hutH,73.9,76890703.69999999,9.61104482647621e-07,MGYA00721593,ERZ650920
Clostridia,hutH,637.1,76890703.69999999,8.285787089239504e-06,MGYA00721593,ERZ650920
Bacteroidia,hutH,959.5,76890703.69999999,1.2478751706365255e-05,MGYA00721593,ERZ650920
Oscillospiraceae,hutH,790.8,76890703.69999999,1.0284728347466017e-05,MGYA00721593,ERZ650920
unclassified Burkholderiales,hutH,331.6,76890703.69999999,4.3126149722050215e-06,MGYA00721593,ERZ650920
unclassified Burkholderiales,hutH,93.2,76890703.69999999,1.212110118846526e-06,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,356.3,76890703.69999999,4.633850164646107e-06,MGYA00721593,ERZ650920
Bacillus,hutH,402.9,82964745.59999998,4.8562795809983186e-06,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,641.0,82964745.59999998,7.726173272325446e-06,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,401.4,82964745.59999998,4.8381996123423305e-06,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,406.8,82964745.59999998,4.903287499503887e-06,MGYA00721601,ERZ650867
Rhizobiaceae,hutH,224.9,82964745.59999998,2.710789967154435e-06,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,424.5,82964745.59999998,5.116631129644543e-06,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,216.9,82964745.59999998,2.6143634676558335e-06,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,114.8,82964745.59999998,1.3837202678049317e-06,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,413.7,82964745.59999998,4.986455355321431e-06,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,986.5,82964745.59999998,1.1890592719421299e-05,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,1042.7,82964745.59999998,1.2567988878398975e-05,MGYA00721601,ERZ650867
Synergistetes,hutH,450.3,82964745.59999998,5.427606590527533e-06,MGYA00721601,ERZ650867
Rikenellaceae,hutH,973.4,82964745.59999998,1.1732694326492338e-05,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,984.9,82964745.59999998,1.1871307419521578e-05,MGYA00721601,ERZ650867
Firmicutes,hutH,677.6,82964745.59999998,8.167324507531549e-06,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,979.2,82964745.59999998,1.1802603538628826e-05,MGYA00721601,ERZ650867
Rikenellaceae,hutH,887.9,82964745.59999998,1.0702136113101035e-05,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,1006.1,82964745.59999998,1.2126837643192873e-05,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,984.2,82964745.59999998,1.1862870100815451e-05,MGYA00721601,ERZ650867
Oscillospiraceae,hutH,796.2,82964745.59999998,9.596847362598316e-06,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,788.9,82964745.59999998,9.508858181805842e-06,MGYA00721601,ERZ650867
Bacteroidia,hutH,959.5,82964745.59999998,1.156515328361352e-05,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,319.7,82964745.59999998,3.853443986212863e-06,MGYA00721601,ERZ650867
Oscillospiraceae,hutH,1012.3,82964745.59999998,1.2201568180304288e-05,MGYA00721601,ERZ650867
Rikenellaceae,hutH,961.8,82964745.59999998,1.1592875902219367e-05,MGYA00721601,ERZ650867
Firmicutes,hutH,632.1,82964745.59999998,7.618898791633252e-06,MGYA00721601,ERZ650867
Sutterellaceae,hutH,141.0,82964745.59999998,1.6995170536628517e-06,MGYA00721601,ERZ650867
Bacilli,hutH,85.5,98470303.6,8.682820797152494e-07,MGYA00721611,ERZ650903
Bacilli,hutH,883.6,98470303.6,8.973263691653735e-06,MGYA00721611,ERZ650903
Enterobacter,hutH,758.8,98470303.6,7.705876515648318e-06,MGYA00721611,ERZ650903
Citrobacter,hutH,576.2,98470303.6,5.8515103430634704e-06,MGYA00721611,ERZ650903
Peptostreptococcaceae,hutH,890.6,98470303.6,9.044351113384808e-06,MGYA00721611,ERZ650903
Citrobacter,hutH,389.4,98470303.6,3.954491717439977e-06,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,1023.1,98470303.6,1.0389934453294405e-05,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,989.2,98470303.6,1.004566822519678e-05,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,984.9,98470303.6,1.0002000237561978e-05,MGYA00721611,ERZ650903
Bacteria,hutH,1090.5,98470303.6,1.1074404771105022e-05,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,984.2,98470303.6,9.994891495388871e-06,MGYA00721611,ERZ650903
Betaproteobacteria,hutH,1058.5,98470303.6,1.0749433700334402e-05,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,984.2,98470303.6,9.994891495388871e-06,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,1043.9,98470303.6,1.0601165649295308e-05,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,1005.0,98470303.6,1.0206122691389773e-05,MGYA00721611,ERZ650903
