bacteria,huth,analysis,sample
Fusobacteria,hutH,MGYA00774936,ERZ650678
Porphyromonadaceae,hutH,MGYA00774936,ERZ650678
Fusobacteria,hutH,MGYA00774936,ERZ650678
Enterobacter,hutH,MGYA00774936,ERZ650678
Porphyromonadaceae,hutH,MGYA00774936,ERZ650678
Porphyromonadaceae,hutH,MGYA00774936,ERZ650678
Porphyromonadaceae,hutH,MGYA00774936,ERZ650678
Rikenellaceae,hutH,MGYA00774936,ERZ650678
Betaproteobacteria,hutH,MGYA00774936,ERZ650678
Sutterellaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Porphyromonadaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Bacteroidia,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Fusobacteria,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Porphyromonadaceae,hutH,MGYA00774936,ERZ650678
Bacteroidaceae,hutH,MGYA00774936,ERZ650678
Porphyromonadaceae,hutH,MGYA00774936,ERZ650678
Bacilli,hutH,MGYA00774937,ERZ650675
Bacilli,hutH,MGYA00774937,ERZ650675
Porphyromonadaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Porphyromonadaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Porphyromonadaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bifidobacteriales,hutH,MGYA00774937,ERZ650675
Sutterellaceae,hutH,MGYA00774937,ERZ650675
Lachnoclostridium,hutH,MGYA00774937,ERZ650675
Porphyromonadaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Bacteroidaceae,hutH,MGYA00774937,ERZ650675
Porphyromonadaceae,hutH,MGYA00721533,ERZ650892
Rikenellaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Eubacteriaceae,hutH,MGYA00721533,ERZ650892
Enterobacter,hutH,MGYA00721533,ERZ650892
Firmicutes,hutH,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Ruminococcaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Firmicutes,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Sutterellaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH1,MGYA00721533,ERZ650892
Rikenellaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Oscillospiraceae,hutH,MGYA00721533,ERZ650892
Clostridia,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,MGYA00721533,ERZ650892
Oscillospiraceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,MGYA00721533,ERZ650892
Enterobacter,hutH,MGYA00721533,ERZ650892
Porphyromonadaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Bacteroidia,hutH,MGYA00721533,ERZ650892
Bacteroidia,hutH,MGYA00721533,ERZ650892
Ruminococcaceae,hutH,MGYA00721533,ERZ650892
Rhizobiaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721533,ERZ650892
Blautia,hutH,MGYA00721533,ERZ650892
Rikenellaceae,hutH,MGYA00721533,ERZ650892
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Porphyromonadaceae,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Porphyromonadaceae,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Fusobacteria,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Fusobacteria,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Escherichia,hutH,MGYA00721541,ERZ650887
Bacteroidaceae,hutH,MGYA00721541,ERZ650887
Porphyromonadaceae,hutH,MGYA00721541,ERZ650887
Escherichia,hutH,MGYA00721541,ERZ650887
Firmicutes,hutH,MGYA00721546,ERZ650929
Bacillus,hutH,MGYA00721546,ERZ650929
Synergistetes,hutH,MGYA00721546,ERZ650929
Bacteroidia,hutH,MGYA00721546,ERZ650929
Porphyromonadaceae,hutH,MGYA00721546,ERZ650929
Porphyromonadaceae,hutH,MGYA00721546,ERZ650929
Rikenellaceae,hutH,MGYA00721546,ERZ650929
Clostridiales incertae sedis,hutH,MGYA00721546,ERZ650929
Rikenellaceae,hutH,MGYA00721546,ERZ650929
Enterobacter,hutH,MGYA00721546,ERZ650929
Bacillus,hutH,MGYA00721546,ERZ650929
Bacteroidia,hutH,MGYA00721546,ERZ650929
Bacteroidia,hutH,MGYA00721546,ERZ650929
Clostridiales incertae sedis,hutH,MGYA00721546,ERZ650929
Oscillospiraceae,hutH,MGYA00721546,ERZ650929
Sutterellaceae,hutH,MGYA00721546,ERZ650929
Oscillospiraceae,hutH,MGYA00721546,ERZ650929
Oscillospiraceae,hutH,MGYA00721546,ERZ650929
Eubacteriaceae,hutH,MGYA00721546,ERZ650929
Gammaproteobacteria,hutH,MGYA00721546,ERZ650929
Firmicutes,hutH,MGYA00721546,ERZ650929
Clostridiaceae,hutH,MGYA00721546,ERZ650929
Porphyromonadaceae,hutH,MGYA00721555,ERZ650927
Porphyromonadaceae,hutH,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,MGYA00721555,ERZ650927
Porphyromonadaceae,hutH,MGYA00721555,ERZ650927
Porphyromonadaceae,hutH,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,MGYA00721555,ERZ650927
Bacteroidia,hutH,MGYA00721555,ERZ650927
Rikenellaceae,hutH,MGYA00721555,ERZ650927
Synergistetes,hutH,MGYA00721555,ERZ650927
Oscillospiraceae,hutH,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,MGYA00721555,ERZ650927
Oscillospiraceae,hutH,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,MGYA00721555,ERZ650927
Deinococcus-Thermus,hutH,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,MGYA00721555,ERZ650927
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Sutterellaceae,hutH,MGYA00721564,ERZ650925
Sutterellaceae,hutH,MGYA00721564,ERZ650925
Bifidobacteriales,hutH,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Lachnoclostridium,hutH,MGYA00721564,ERZ650925
Rikenellaceae,hutH,MGYA00721564,ERZ650925
Bacteroidia,hutH,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH1,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Lachnoclostridium,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacilli,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Lachnoclostridium,hutH,MGYA00721564,ERZ650925
Clostridia,hutH_2,MGYA00721564,ERZ650925
Lachnoclostridium,hutH,MGYA00721564,ERZ650925
Oscillospiraceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
Bacteroidaceae,hutH,MGYA00721564,ERZ650925
unclassified Burkholderiales,hutH,MGYA00721564,ERZ650925
Paenibacillaceae,hutH,MGYA00721564,ERZ650925
Peptostreptococcaceae,hutH,MGYA00721564,ERZ650925
Clostridia,hutH_2,MGYA00721564,ERZ650925
Porphyromonadaceae,hutH,MGYA00721572,ERZ650917
Rikenellaceae,hutH,MGYA00721572,ERZ650917
Bifidobacteriales,hutH,MGYA00721572,ERZ650917
Bifidobacteriales,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Gammaproteobacteria,hutH,MGYA00721572,ERZ650917
Gammaproteobacteria,hutH,MGYA00721572,ERZ650917
Gammaproteobacteria,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Bifidobacteriales,hutH,MGYA00721572,ERZ650917
Porphyromonadaceae,hutH,MGYA00721572,ERZ650917
Porphyromonadaceae,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Betaproteobacteria,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
unclassified Burkholderiales,hutH,MGYA00721572,ERZ650917
Bacteria,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721572,ERZ650917
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Oscillospiraceae,hutH,MGYA00721576,ERZ650915
Blautia,hutH,MGYA00721576,ERZ650915
Blautia,hutH,MGYA00721576,ERZ650915
Oscillospiraceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Rikenellaceae,hutH,MGYA00721576,ERZ650915
Betaproteobacteria,hutH,MGYA00721576,ERZ650915
Sutterellaceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Porphyromonadaceae,hutH,MGYA00721576,ERZ650915
Bifidobacteriales,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Shewanellaceae,hutH,MGYA00721576,ERZ650915
unclassified Burkholderiales,hutH,MGYA00721576,ERZ650915
Porphyromonadaceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Bacteroidaceae,hutH,MGYA00721576,ERZ650915
Oscillospiraceae,hutH,MGYA00721576,ERZ650915
Bacteria,hutH,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,MGYA00721586,ERZ650916
Betaproteobacteria,hutH,MGYA00721586,ERZ650916
Bacteroidaceae,hutH1,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,MGYA00721586,ERZ650916
unclassified Burkholderiales,hutH,MGYA00721586,ERZ650916
Escherichia,hutH,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,MGYA00721586,ERZ650916
Blautia,hutH,MGYA00721586,ERZ650916
Enterobacter,hutH,MGYA00721586,ERZ650916
Blautia,hutH,MGYA00721586,ERZ650916
Blautia,hutH,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,MGYA00721586,ERZ650916
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Oscillospiraceae,hutH,MGYA00721593,ERZ650920
Rikenellaceae,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Porphyromonadaceae,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Bacteria,hutH,MGYA00721593,ERZ650920
Betaproteobacteria,hutH,MGYA00721593,ERZ650920
Porphyromonadaceae,hutH,MGYA00721593,ERZ650920
unclassified Burkholderiales,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Porphyromonadaceae,hutH,MGYA00721593,ERZ650920
Porphyromonadaceae,hutH,MGYA00721593,ERZ650920
Rikenellaceae,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Oscillospiraceae,hutH,MGYA00721593,ERZ650920
Rikenellaceae,hutH,MGYA00721593,ERZ650920
Eubacteriaceae,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Firmicutes,hutH,MGYA00721593,ERZ650920
Synergistetes,hutH,MGYA00721593,ERZ650920
Oscillospiraceae,hutH,MGYA00721593,ERZ650920
Bacillus,hutH,MGYA00721593,ERZ650920
Firmicutes,hutH,MGYA00721593,ERZ650920
Synergistetes,hutH,MGYA00721593,ERZ650920
Clostridia,hutH,MGYA00721593,ERZ650920
Bacteroidia,hutH,MGYA00721593,ERZ650920
Oscillospiraceae,hutH,MGYA00721593,ERZ650920
unclassified Burkholderiales,hutH,MGYA00721593,ERZ650920
unclassified Burkholderiales,hutH,MGYA00721593,ERZ650920
Bacteroidaceae,hutH,MGYA00721593,ERZ650920
Bacillus,hutH,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,MGYA00721601,ERZ650867
Rhizobiaceae,hutH,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,MGYA00721601,ERZ650867
Synergistetes,hutH,MGYA00721601,ERZ650867
Rikenellaceae,hutH,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,MGYA00721601,ERZ650867
Firmicutes,hutH,MGYA00721601,ERZ650867
Porphyromonadaceae,hutH,MGYA00721601,ERZ650867
Rikenellaceae,hutH,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,MGYA00721601,ERZ650867
Oscillospiraceae,hutH,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,MGYA00721601,ERZ650867
Bacteroidia,hutH,MGYA00721601,ERZ650867
Bacteroidaceae,hutH,MGYA00721601,ERZ650867
Oscillospiraceae,hutH,MGYA00721601,ERZ650867
Rikenellaceae,hutH,MGYA00721601,ERZ650867
Firmicutes,hutH,MGYA00721601,ERZ650867
Sutterellaceae,hutH,MGYA00721601,ERZ650867
Bacilli,hutH,MGYA00721611,ERZ650903
Bacilli,hutH,MGYA00721611,ERZ650903
Enterobacter,hutH,MGYA00721611,ERZ650903
Citrobacter,hutH,MGYA00721611,ERZ650903
Peptostreptococcaceae,hutH,MGYA00721611,ERZ650903
Citrobacter,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
Bacteria,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
Betaproteobacteria,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
Blautia,hutH,MGYA00721611,ERZ650903
Porphyromonadaceae,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721611,ERZ650903
unclassified Burkholderiales,hutH,MGYA00721611,ERZ650903
Clostridiales incertae sedis,hutH,MGYA00721611,ERZ650903
Eubacteriaceae,hutH,MGYA00721611,ERZ650903
Fusobacteria,hutH,MGYA00721611,ERZ650903
Bacteroidaceae,hutH,MGYA00721617,ERZ650902
unclassified Burkholderiales,hutH,MGYA00721617,ERZ650902
Porphyromonadaceae,hutH,MGYA00721617,ERZ650902
Porphyromonadaceae,hutH,MGYA00721617,ERZ650902
Eubacteriaceae,hutH,MGYA00721617,ERZ650902
Lachnoclostridium,hutH,MGYA00721617,ERZ650902
Betaproteobacteria,hutH,MGYA00721617,ERZ650902
Bacteroidia,hutH,MGYA00721617,ERZ650902
Porphyromonadaceae,hutH,MGYA00721617,ERZ650902
Bacteroidia,hutH,MGYA00721617,ERZ650902
Clostridiaceae,hutH,MGYA00721617,ERZ650902
Bacteroidaceae,hutH,MGYA00721617,ERZ650902
Bacteroidaceae,hutH,MGYA00721617,ERZ650902
Porphyromonadaceae,hutH,MGYA00721617,ERZ650902
Porphyromonadaceae,hutH,MGYA00721617,ERZ650902
Bacteroidaceae,hutH,MGYA00721617,ERZ650902
Rikenellaceae,hutH,MGYA00721617,ERZ650902
Bacteroidaceae,hutH,MGYA00721617,ERZ650902
Bacteroidaceae,hutH,MGYA00721617,ERZ650902
Bacteroidaceae,hutH,MGYA00721617,ERZ650902
Rikenellaceae,hutH,MGYA00721617,ERZ650902
Bacteroidaceae,hutH1,MGYA00721617,ERZ650902
Bacteroidaceae,hutH1,MGYA00721617,ERZ650902
Porphyromonadaceae,hutH,MGYA00721617,ERZ650902
Lachnoclostridium,hutH,MGYA00721617,ERZ650902
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Porphyromonadaceae,hutH,MGYA00721629,ERZ650899
Shewanellaceae,hutH,MGYA00721629,ERZ650899
Bacteria,hutH,MGYA00721629,ERZ650899
Rikenellaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
unclassified Burkholderiales,hutH,MGYA00721629,ERZ650899
unclassified Burkholderiales,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
unclassified Burkholderiales,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
unclassified Burkholderiales,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Porphyromonadaceae,hutH,MGYA00721629,ERZ650899
Rikenellaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Porphyromonadaceae,hutH,MGYA00721629,ERZ650899
Rikenellaceae,hutH,MGYA00721629,ERZ650899
Bacteroidia,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidia,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Oscillospiraceae,hutH,MGYA00721629,ERZ650899
Rikenellaceae,hutH,MGYA00721629,ERZ650899
Clostridiaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Oscillospiraceae,hutH,MGYA00721629,ERZ650899
Porphyromonadaceae,hutH,MGYA00721629,ERZ650899
unclassified Burkholderiales,hutH,MGYA00721629,ERZ650899
Betaproteobacteria,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721629,ERZ650899
Bacteroidaceae,hutH,MGYA00721665,ERZ650883
Bacteroidaceae,hutH,MGYA00721665,ERZ650883
Bacteroidaceae,hutH,MGYA00721665,ERZ650883
Bacteroidaceae,hutH,MGYA00721665,ERZ650883
unclassified Burkholderiales,hutH,MGYA00721665,ERZ650883
Porphyromonadaceae,hutH,MGYA00721665,ERZ650883
Lachnoclostridium,hutH,MGYA00721665,ERZ650883
Fusobacteria,hutH,MGYA00721665,ERZ650883
Betaproteobacteria,hutH,MGYA00721665,ERZ650883
unclassified Burkholderiales,hutH,MGYA00721665,ERZ650883
Bacteria,hutH,MGYA00721665,ERZ650883
unclassified Burkholderiales,hutH,MGYA00721665,ERZ650883
Bacteroidaceae,hutH,MGYA00721665,ERZ650883
Escherichia,hutH,MGYA00721665,ERZ650883
Enterobacter,hutH,MGYA00721672,ERZ650877
Porphyromonadaceae,hutH,MGYA00721672,ERZ650877
Porphyromonadaceae,hutH,MGYA00721672,ERZ650877
Bacteroidaceae,hutH,MGYA00721672,ERZ650877
Blautia,hutH,MGYA00721672,ERZ650877
Bacteroidaceae,hutH,MGYA00721672,ERZ650877
Rahnella,hutH,MGYA00721672,ERZ650877
Enterobacter,hutH,MGYA00721672,ERZ650877
Bacteroidaceae,hutH,MGYA00721672,ERZ650877
Bacteroidaceae,hutH,MGYA00721672,ERZ650877
Bacteroidaceae,hutH,MGYA00721672,ERZ650877
Enterobacter,hutH,MGYA00721672,ERZ650877
Bacteroidaceae,hutH,MGYA00721672,ERZ650877
Porphyromonadaceae,hutH,MGYA00721672,ERZ650877
Blautia,hutH,MGYA00721672,ERZ650877
Blautia,hutH,MGYA00721672,ERZ650877
Sutterellaceae,hutH,MGYA00721672,ERZ650877
Lachnoclostridium,hutH,MGYA00721672,ERZ650877
Rikenellaceae,hutH,MGYA00721686,ERZ650879
Betaproteobacteria,hutH,MGYA00721686,ERZ650879
Porphyromonadaceae,hutH,MGYA00721686,ERZ650879
Clostridiales incertae sedis,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
unclassified Burkholderiales,hutH,MGYA00721686,ERZ650879
Porphyromonadaceae,hutH,MGYA00721686,ERZ650879
Porphyromonadaceae,hutH,MGYA00721686,ERZ650879
Bacteroidia,hutH,MGYA00721686,ERZ650879
Enterobacter,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
Rikenellaceae,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
Porphyromonadaceae,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
Clostridiaceae,hutH,MGYA00721686,ERZ650879
Oscillospiraceae,hutH,MGYA00721686,ERZ650879
Porphyromonadaceae,hutH,MGYA00721686,ERZ650879
Oscillospiraceae,hutH,MGYA00721686,ERZ650879
Bacteroidaceae,hutH,MGYA00721686,ERZ650879
Porphyromonadaceae,hutH,MGYA00721686,ERZ650879
Porphyromonadaceae,hutH,MGYA00721701,ERZ650875
Porphyromonadaceae,hutH,MGYA00721701,ERZ650875
Lachnoclostridium,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
unclassified Burkholderiales,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
Bacteria,hutH,MGYA00721701,ERZ650875
unclassified Burkholderiales,hutH,MGYA00721701,ERZ650875
unclassified Burkholderiales,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
unclassified Burkholderiales,hutH,MGYA00721701,ERZ650875
Betaproteobacteria,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
Blautia,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
Bacteroidaceae,hutH1,MGYA00721701,ERZ650875
Bacteroidaceae,hutH,MGYA00721701,ERZ650875
Enterobacter,hutH,MGYA00721709,ERZ650873
Rikenellaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Porphyromonadaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Porphyromonadaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
